ZIPCODE,OCCU_16_Year,OCCU_MBSAO,OCCU_SEV,OCCU_SA_OF,OCCU_NAT,OCCU_PRO,LESS_9TH,HIGH_GRAD,COLLE_NO_DEG,ACC_DEG,BACHE_DEG,GRAD_PRO,HIGH_GRAD_HIGHER,BACH_HIGH,INDUS_CIVIL,INDUS_AGRI,INDUS_CONST,INDUS_MANU,INDUS_WHOLE_SALE,INDUS_RETAIL,INDUS_TRANS,INDUS_INFO,INDUS_FIN,INDUS_PROF,INDUS_EDU,INDUS_ARTS,INDUS_OTHER,INDUS_PUBLIC_ADMIN,total_ev_count,OCC_HOUSING_UNITS,OWNER_OCC,RENTER_OCC,AVG_HHSZ_OWNER,AVG_HHSZ_RENTER,NO_VEHICLES,ONE_VEHICLE,TWO_VEHICLES,THREE_OM_VEHICLES,TOTAL_POPULTN,TP_MALE,TP_FEMALE,TP_SEX_RATIO,TP_5Y_UND,TP_5Y_9Y,TP_10Y_14Y,TP_15Y_19Y,TP_20Y_24Y,TP_25Y_34Y,TP_35Y_44Y,TP_45Y_54Y,TP_55Y_59Y,TP_60Y_64Y,TP_65Y_74Y,TP_75Y_84Y,TP_84Y_OVR,TP_MED_AGE,TP_18Y_UND,TP_16Y_OVR,TP_18Y_OVR,TP_21Y_OVR,TP_62Y_OVR,TP_65Y_OVR,TP_18YM_OVR,TP_18YF_OVR,TP_18Y_OVR_SXRATIO,TP_65Y_OVR_[0],TP_65YM_OVR,TP_65YF_OVR,TP_65Y_OVR_SXRATIO,RACE_TOT_1RACE,RACE_TOT_2+RACE,RACE_1WHITE_TOTAL,RACE_1BLACK_TOTAL,RACE_1AI_AN_TOTAL,RACE_1AI_AN_Cherokee,RACE_1AI_AN_Chippewa,RACE_1AI_AN_Navajo,RACE_1AI_AN_Sioux,RACE_1ASIAN_TOTAL,RACE_1ASIAN_AsianIndian,RACE_1ASIAN_Chinese,RACE_1ASIAN_Filipino,RACE_1ASIAN_Japanese,RACE_1ASIAN_Korean,RACE_1ASIAN_Vietnamese,RACE_1ASIAN_OtherAsian,RACE_1NHPI_TOTAL,RACE_1NHPI_Chamorro,RACE_1NHPI_NativeHawaiian,RACE_1NHPI_Samoan,RACE_1NHPI_Other,RACE_1OTHER_TOTAL,RACE_2+_WHITE-BLACK,RACE_2+_WHITE-AI_AN,RACE_2+_WHITE-ASIAN,RACE_2+_WHITE-OTHER,RACE_2+_BLACK-AI_AN,RACE_2+_BLACK-OTHER,ETHN_HISP-LAT_TOTAL,ETHN_HISP-LAT_Mexican,ETHN_HISP-LAT_PuertoRican,ETHN_HISP-LAT_Cuban,ETHN_HISP-LAT_Other,ETHN_NOT-HISP-LAT_TOTAL,ETHN_NOT-HISP-LAT_White,ETHN_NOT-HISP-LAT_Black,ETHN_NOT-HISP-LAT_AI_AN,ETHN_NOT-HISP-LAT_Asian,ETHN_NOT-HISP-LAT_NHPI,ETHN_NOT-HISP-LAT_1Other,ETHN_NOT-HISP-LAT_2+Other,LATINO AND RACE_1TWO OR MORE RACES_Two races including Some Other Race,"LATINO AND RACE_1TWO OR MORE RACES_Two races excluding Some Other Race, and three or more races"
ZCTA5 76887,39,0,9,0,0,30,0,44,0,0,0,24,68,24,39,0,0,18,0,0,0,0,0,0,0,0,21,0,0,59,47,12,1.19,INSUFF_DATA,0,17,0,42,68,30,38,78.9,0,0,0,0,0,0,0,0,27,12,0,29,0,60.6,0,68,68,68,29,29,30,38,78.9,29,0,29,0,63,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,18,50,45,0,0,0,0,0,5,0,5
ZCTA5 76888,48,11,0,5,27,5,0,13,61,6,27,11,118,38,48,16,19,0,0,0,8,0,2,0,3,0,0,0,0,73,47,26,1.83,1.58,0,28,28,17,127,76,51,149,0,0,0,3,0,8,1,27,17,43,13,10,5,60.5,3,127,124,124,52,28,73,51,143.1,28,15,13,115.4,125,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,125,125,0,0,0,0,0,0,0,0
ZCTA5 76890,377,116,39,95,70,57,32,250,159,70,57,39,575,96,377,33,38,30,19,20,41,0,35,5,46,31,42,37,0,365,281,84,2.58,2.12,10,73,152,130,902,413,489,84.5,19,52,57,32,82,70,57,169,58,56,158,68,24,51.8,149,769,753,742,278,250,349,404,86.4,250,135,115,117.4,877,25,875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,18,0,0,89,84,0,0,5,813,809,2,0,0,0,0,2,0,2
ZCTA5 76901,15202,5075,2718,3659,2079,1671,1200,6570,5053,1596,3141,1746,18106,4887,15202,774,1435,627,128,1695,776,211,1118,1589,3735,1577,535,1002,8,12274,9125,3149,2.57,2.46,512,3525,5103,3134,31415,15210,16205,93.9,1915,2265,2401,1855,2296,4694,3738,3356,2209,1877,2884,1318,607,35.5,7703,24386,23712,22672,5866,4809,11411,12301,92.8,4809,2166,2643,82,27060,4355,24845,563,47,6,0,0,0,70,0,0,0,0,33,37,0,0,0,0,0,0,1535,171,319,74,3727,0,0,13534,12508,191,0,835,17881,16804,546,11,70,0,0,450,48,402
ZCTA5 76902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,CANNOT_DETERMINE,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76903,14116,3341,2713,3343,2162,2557,2341,6827,5175,1194,2187,833,16216,3020,14116,511,1692,917,239,2426,617,229,901,987,2602,1140,1134,721,8,11958,7536,4422,2.67,2.14,929,4185,4692,2152,30955,15460,15495,99.8,1828,1680,2112,2002,1955,4345,3871,3731,2158,1847,2679,1856,891,38.9,6974,25065,23981,22742,6669,5426,11953,12028,99.4,5426,2312,3114,74.2,24920,6035,19687,1792,342,30,0,0,10,161,68,44,0,0,10,0,39,14,0,11,3,0,2924,137,197,272,4796,0,23,17786,15672,241,10,1863,13169,10645,1650,44,161,11,70,588,31,557
ZCTA5 76904,18942,7740,3148,4745,1444,1865,601,5129,7074,1909,5321,3143,22576,8464,18942,1317,790,873,391,2054,830,275,823,1710,5326,1355,1374,1824,6,15094,9493,5601,2.53,2.06,648,5356,6325,2765,37090,18273,18817,97.1,1938,2655,2714,2983,2803,5649,4857,3797,1639,2083,3610,1496,866,34.6,8704,29183,28386,26068,7201,5972,13761,14625,94.1,5972,2765,3207,86.2,32139,4951,27851,1580,147,72,0,0,0,889,22,89,414,0,88,172,104,19,0,0,19,0,1653,339,329,187,3981,22,11,11875,10760,178,4,933,25215,22179,1351,10,802,19,58,796,190,606
ZCTA5 76905,5487,1903,856,1145,854,729,507,2621,2136,734,1322,451,7264,1773,5487,360,549,231,80,500,459,33,249,416,1475,405,152,578,2,4800,3329,1471,2.7,2.99,48,1545,1975,1232,13424,7113,6311,112.7,1604,876,1166,864,735,2179,1697,986,653,724,1361,416,163,31.8,4321,9593,9103,8715,2370,1940,4878,4225,115.5,1940,1023,917,111.6,11664,1760,10166,291,72,0,0,19,0,183,0,26,0,28,70,11,48,34,0,34,0,0,918,198,56,58,1241,31,101,5218,4935,50,42,191,8206,6928,291,19,177,34,297,460,69,391
ZCTA5 76908,204,31,42,65,49,17,0,31,121,71,100,0,323,100,204,22,0,0,17,0,0,0,0,0,0,107,31,27,1,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,1943,1497,446,335.7,0,0,0,573,1047,271,52,0,0,0,0,0,0,21.4,0,1943,1943,1084,0,0,1497,446,335.7,0,0,0,0,1583,360,956,282,0,0,0,0,0,247,0,0,112,0,56,33,46,25,25,0,0,0,73,3,14,40,125,20,0,422,303,0,0,119,1521,830,282,0,231,25,0,153,0,153
ZCTA5 76909,262,13,68,170,0,11,0,0,0,0,0,0,0,0,262,0,0,0,0,63,0,10,0,0,164,25,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,512,240,272,88.2,0,0,0,269,243,0,0,0,0,0,0,0,0,19.9,0,512,512,78,0,0,240,272,88.2,0,0,0,0,434,78,353,61,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,78,0,0,154,151,0,0,3,358,277,61,0,11,0,9,0,0,0
ZCTA5 76930,48,26,4,10,8,0,4,17,43,0,0,0,60,0,48,7,0,0,0,9,5,0,19,0,0,0,8,0,0,36,36,0,2.42,INSUFF_DATA,4,21,11,0,87,26,61,42.6,0,14,0,0,0,19,0,8,13,13,20,0,0,56.5,14,73,73,73,33,20,19,54,35.2,20,7,13,53.8,76,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11,0,0,0,76,76,0,0,0,0,0,0,0,0
ZCTA5 76932,1569,540,140,171,380,338,29,1049,341,122,144,94,1750,238,1569,625,64,35,8,129,90,0,29,40,284,57,137,71,0,1090,735,355,3.3,2.43,8,322,390,370,3308,1697,1611,105.3,298,297,304,190,233,446,580,343,197,143,180,61,36,33,1002,2368,2306,2175,358,277,1242,1064,116.7,277,190,87,218.4,2819,489,1572,86,0,0,0,0,0,89,0,0,39,0,0,18,32,0,0,0,0,0,1072,8,55,0,406,0,0,2340,2225,0,18,97,968,743,69,0,89,0,0,67,0,67
ZCTA5 76933,499,135,100,62,116,86,31,336,187,73,87,45,728,132,499,43,89,29,19,26,62,0,6,7,127,11,61,19,0,501,336,165,2.09,2.71,9,158,225,109,1238,669,569,117.6,23,86,113,117,55,133,95,83,101,71,214,115,32,44.9,290,1004,948,891,391,361,475,473,100.4,361,169,192,88,1092,146,999,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,25,21,100,0,0,327,291,0,0,36,911,833,30,2,0,0,0,46,0,46
ZCTA5 76934,321,67,47,41,67,99,46,333,72,73,66,75,619,141,321,46,23,6,0,65,0,0,15,5,64,13,4,80,0,281,249,32,2.45,3.56,0,78,106,97,1068,460,608,75.7,62,51,72,94,55,274,89,19,51,79,132,77,13,31.9,272,859,796,755,297,222,367,429,85.5,222,113,109,103.7,965,103,812,87,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,103,0,0,169,151,0,0,18,899,734,87,33,0,0,0,45,45,0
ZCTA5 76935,681,272,90,104,54,161,21,257,404,100,391,107,1259,498,681,110,61,8,50,80,55,0,20,27,127,35,44,64,0,668,668,0,2.55,INSUFF_DATA,0,151,181,336,1721,853,868,98.3,100,60,180,37,35,126,323,153,125,104,372,106,0,45,372,1362,1349,1344,558,478,608,741,82.1,478,181,297,60.9,1597,124,1489,27,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,74,0,9,0,115,0,0,367,357,8,0,2,1354,1272,0,0,7,0,6,69,60,9
ZCTA5 76936,1032,316,95,220,222,179,162,491,541,100,163,62,1357,225,1032,344,78,13,4,107,59,20,16,81,206,16,45,43,0,899,757,142,2.59,3.57,37,219,430,213,2474,1181,1293,91.3,209,160,122,201,127,232,360,244,66,119,389,158,87,39.4,598,1949,1876,1760,733,634,929,947,98.1,634,273,361,75.6,2263,211,1413,40,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,802,0,10,0,198,0,0,1343,1289,0,0,54,1131,1057,40,0,0,7,0,27,17,10
ZCTA5 76937,38,9,10,1,16,2,16,8,0,0,15,0,23,15,38,22,0,0,0,0,0,0,0,1,10,5,0,0,0,33,31,2,1.74,INSUFF_DATA,0,8,20,5,56,36,20,180,0,0,2,10,0,0,1,2,5,4,32,0,0,68.2,12,54,44,44,36,32,26,18,144.4,32,20,12,166.7,51,5,46,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,38,28,0,0,5,0,0,5,0,5
ZCTA5 76939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,CANNOT_DETERMINE,0,0,0,0,0,0,0,0,UNDEFINED,0,0,0,UNDEFINED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76940,6,0,3,3,0,0,0,5,3,0,2,1,11,3,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,14,9,5,180,0,0,0,0,0,2,3,5,0,3,0,1,0,54,0,14,14,14,1,1,9,5,180,1,1,0,UNDEFINED,14,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,7,2,0,0,0,0,0,0,0
ZCTA5 76941,532,73,119,119,87,134,71,193,327,82,169,23,794,192,532,157,17,24,0,46,34,0,0,32,101,47,10,64,0,547,471,76,2.2,2.63,0,179,171,197,1237,596,641,93,46,49,166,69,0,123,181,133,124,97,172,17,60,43.2,297,956,940,907,308,249,450,490,91.8,249,116,133,87.2,1198,39,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,39,0,0,422,422,0,0,0,815,815,0,0,0,0,0,0,0,0
ZCTA5 76943,1515,624,107,277,337,170,294,679,598,4,220,105,1606,325,1515,225,182,0,28,77,294,0,96,106,406,0,74,27,3,1246,935,311,2.37,1.81,0,427,472,347,2841,1504,1337,112.5,88,184,159,72,74,503,153,380,248,273,594,93,20,52.7,503,2410,2338,2338,894,707,1249,1089,114.7,707,346,361,95.8,2444,397,1138,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,80,2,0,315,0,0,1728,1728,0,0,0,1113,1099,11,0,0,0,0,3,0,3
ZCTA5 76945,813,199,268,174,87,85,87,386,335,73,194,114,1102,308,813,27,44,24,6,116,72,4,110,61,209,34,59,47,0,832,579,253,2.42,1.62,41,383,223,185,1825,847,978,86.6,109,95,159,64,93,151,246,253,96,153,206,106,94,44.6,412,1429,1413,1347,482,406,609,804,75.7,406,142,264,53.8,1713,112,1638,22,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,48,0,0,0,81,0,0,416,355,0,0,61,1409,1382,22,0,5,0,0,0,0,0
ZCTA5 76950,1471,474,227,383,225,162,201,734,487,78,176,146,1621,322,1471,323,176,52,21,165,70,0,1,92,269,160,46,96,0,1072,685,387,3.09,3.22,27,315,492,238,3386,1679,1707,98.4,183,507,344,207,129,503,522,261,227,52,305,77,69,31.6,1084,2336,2302,2079,476,451,1058,1244,85,451,220,231,95.2,3230,156,1631,5,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,1558,23,0,0,133,0,0,2496,2298,0,178,20,890,830,5,14,0,8,7,26,3,23
ZCTA5 76951,575,191,51,161,65,107,19,345,176,26,120,72,739,192,575,145,44,13,0,53,32,0,4,56,70,35,75,48,0,392,337,55,3.56,2.85,0,75,202,115,1392,737,655,112.5,126,191,145,75,35,222,97,137,108,73,95,64,24,32.1,482,923,910,855,202,183,451,459,98.3,183,65,118,55.1,1225,167,1049,2,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,169,0,0,5,162,0,0,466,461,0,5,0,926,914,2,2,3,0,0,5,0,5
ZCTA5 76953,40,15,0,0,21,4,0,36,42,4,3,0,85,3,40,0,0,8,0,21,0,0,0,11,0,0,0,0,0,49,28,21,2.29,INSUFF_DATA,0,21,28,0,85,55,30,183.3,0,0,0,0,0,21,0,11,18,10,17,4,4,59.5,0,85,85,85,31,25,55,30,183.3,25,10,15,66.7,79,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,79,79,0,0,0,0,0,0,0,0
ZCTA5 76955,68,27,12,11,18,0,29,56,30,0,18,0,104,18,68,36,8,0,0,1,0,0,0,11,0,0,0,12,0,84,73,11,2.6,4.64,7,23,19,35,241,105,136,77.2,43,22,14,22,0,36,36,8,17,7,12,15,9,31.6,91,162,150,140,43,36,58,92,63,36,16,20,80,241,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,179,179,0,0,0,0,0,0,0,0
ZCTA5 76957,46,46,0,0,0,0,0,32,36,0,0,20,88,20,46,0,0,0,0,0,0,0,0,10,36,0,0,0,0,42,10,32,4.7,4.44,0,0,42,0,189,134,55,243.6,46,55,0,0,0,32,56,0,0,0,0,0,0,7.5,101,88,88,88,0,0,46,42,109.5,0,0,0,0,189,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0
ZCTA5 76958,100,35,4,6,23,32,0,55,56,8,35,0,154,35,100,35,17,0,0,0,4,0,6,11,23,0,4,0,0,89,85,4,2.79,INSUFF_DATA,0,4,34,51,241,130,111,117.1,0,48,13,26,0,56,33,0,8,20,37,0,0,32.4,79,162,162,154,53,37,96,66,145.5,37,19,18,105.6,202,39,197,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,39,0,0,0,202,197,0,5,0,0,0,0,0,0
ZCTA5 77002,6782,4361,580,1225,135,481,677,4842,2633,523,3103,2149,13250,5252,6782,629,266,460,175,199,583,87,726,1330,1200,834,224,69,37,6436,651,5785,1.58,1.28,1106,3849,1368,113,18800,14214,4586,309.9,170,29,20,611,2195,6175,4437,2753,1026,696,523,136,29,35.3,356,18571,18444,17788,1122,688,14042,4402,319,688,571,117,488,16403,2397,8102,6267,243,84,0,0,0,892,209,352,70,0,0,202,59,5,0,0,5,0,894,148,120,85,1824,37,27,4379,3012,120,161,1086,14421,6348,6237,243,892,5,107,589,106,483
ZCTA5 77003,6602,3958,810,1140,350,344,485,1392,1460,597,2202,1704,7355,3906,6602,233,416,395,133,461,252,103,767,1597,1310,558,190,187,30,5354,2450,2904,1.98,1.82,645,2595,1638,476,10169,5475,4694,116.6,574,188,272,404,650,3228,2357,812,514,552,498,101,19,33.9,1263,9101,8906,8570,930,618,4864,4042,120.3,618,362,256,141.4,8377,1792,4356,2389,13,0,0,0,0,423,38,91,62,1,143,28,60,0,0,0,0,0,1196,95,182,127,1289,31,14,3991,2687,157,220,927,6178,3009,2312,5,423,0,64,365,28,337
ZCTA5 77004,17439,10933,2069,2675,469,1293,396,3718,3608,1475,7132,6896,22829,14028,17439,430,700,1082,375,1003,760,355,1128,3343,5879,1265,672,447,40,15465,5646,9819,2.14,1.9,2083,7394,4940,1048,35506,18173,17333,104.8,1800,1311,1327,3073,4046,7779,5146,3741,1217,1907,2415,1340,404,33.3,5227,30962,30279,27047,5262,4159,15696,14583,107.6,4159,1964,2195,89.5,32182,3324,11235,17422,29,0,0,0,0,2869,706,842,238,114,223,233,513,0,0,0,0,0,627,295,268,266,1869,79,280,4547,3057,139,13,1338,30959,9322,17272,8,2859,0,119,1379,329,1050
ZCTA5 77005,12476,9775,719,1660,75,247,114,507,1092,450,6013,8820,16882,14833,12476,639,357,816,219,615,588,92,1583,2519,3832,696,278,242,47,9955,7241,2714,2.78,1.88,496,2384,5184,1891,28470,14249,14221,100.2,1877,2030,1774,2931,2643,2546,3516,3359,1252,2142,2609,1096,695,36.8,6883,22380,21587,18939,5635,4400,10941,10646,102.8,4400,2094,2306,90.8,25502,2968,20634,711,67,0,0,0,0,3778,897,1934,164,31,228,236,288,0,0,0,0,0,312,113,122,872,1508,0,0,2841,1400,35,96,1310,25629,19445,711,67,3771,0,75,1560,349,1211
ZCTA5 77006,17006,12384,1175,2632,245,570,191,1066,2102,632,7304,7721,18825,15025,17006,812,642,1365,558,1245,687,183,1292,3764,4305,1356,423,374,51,13902,4774,9128,2.02,1.49,980,7303,4883,736,24006,12896,11110,116.1,518,434,547,835,2543,8179,3426,2939,1122,902,1838,586,137,33.5,1974,22437,22032,21427,3100,2561,11785,10247,115,2561,1437,1124,127.8,21664,2342,16604,1760,98,0,0,12,0,2316,998,527,128,93,112,311,147,22,0,15,0,7,864,174,190,424,1203,0,7,3858,2329,305,138,1086,20148,14813,1668,33,2316,22,295,1001,175,826
ZCTA5 77007,31799,23116,1795,5257,925,706,407,2053,2848,1107,15061,12038,33107,27099,31799,2568,1602,2985,1140,1758,1288,550,3796,8157,5083,1471,498,903,51,22436,10957,11479,2.16,1.65,516,9008,11049,1863,42881,23083,19798,116.6,3158,993,584,595,3823,13982,8206,3961,2739,1832,2479,476,53,33.3,5035,38008,37846,37506,4115,3008,20139,17707,113.7,3008,1609,1399,115,38103,4778,28956,2876,11,0,0,0,0,4891,1793,706,334,59,321,873,805,0,0,0,0,0,1369,325,180,1065,2836,6,56,8166,5580,354,128,2104,34715,24644,2822,0,4844,0,180,2225,547,1678
ZCTA5 77008,25292,17349,2233,3939,863,908,808,2598,2994,1140,12241,9316,28289,21557,25292,1927,1007,2154,858,1443,1265,405,2552,5237,4992,2016,922,514,72,18349,11197,7152,2.31,1.75,866,6919,8739,1825,38496,19387,19109,101.5,3173,1568,1063,913,2000,10652,7026,3846,2260,2152,2334,840,669,34.9,6452,32514,32044,31515,5311,3843,16007,16037,99.8,3843,1786,2057,86.8,34163,4333,28807,1326,173,12,0,0,0,2081,650,630,467,8,62,73,191,0,0,0,0,0,1776,132,155,505,3291,0,0,9341,6937,330,210,1864,29155,24644,1247,28,1939,0,93,1204,355,849
ZCTA5 77009,19764,9193,2585,3403,2551,2032,4113,5925,3510,1179,5832,4237,20683,10069,19764,795,2355,1392,604,1854,917,156,1270,3540,3563,2018,998,302,30,15088,9026,6062,2.54,2.24,1443,5375,6155,2115,36872,19581,17291,113.2,2308,2025,2030,1759,1924,6384,5909,4898,2154,2247,3187,1459,588,38,7527,30243,29345,28347,6494,5234,15810,13535,116.8,5234,2376,2858,83.1,30487,6385,17333,2372,348,0,0,0,0,1210,327,75,25,0,0,121,662,2,0,2,0,0,9222,544,253,406,4862,0,109,20542,18043,235,102,2162,16330,11783,2268,9,1210,2,48,1010,158,852
ZCTA5 77010,678,507,8,124,0,39,0,21,230,49,280,238,818,518,678,56,14,19,33,52,38,26,75,176,56,81,52,0,0,529,0,529,INSUFF_DATA,1.58,49,270,210,0,837,396,441,89.8,0,11,0,8,0,72,193,144,109,186,103,11,0,54.3,11,826,826,818,288,114,396,430,92.1,114,54,60,90,837,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,44,22,0,0,771,771,0,0,0,0,0,0,0,0
ZCTA5 77011,7353,1244,1302,1700,1767,1340,2879,3194,1469,663,819,210,6355,1029,7353,92,1516,1039,320,778,332,14,412,705,659,745,482,259,4,6178,3060,3118,2.81,2.54,795,2275,2112,996,16685,8742,7943,110.1,1089,1005,785,1035,1516,2575,1907,1877,1184,1258,1430,772,252,36.6,3578,13395,13107,12595,3045,2454,6887,6220,110.7,2454,959,1495,64.1,13406,3279,6146,543,104,5,0,0,0,108,0,10,35,10,41,0,12,9,0,0,0,9,6496,72,36,24,3035,9,0,15030,14013,86,27,904,1655,907,543,48,98,9,19,31,0,31
ZCTA5 77012,7693,1257,1886,1132,2164,1254,3207,3229,1137,448,821,256,5891,1077,7693,68,1859,617,194,645,435,63,216,1321,953,833,401,88,5,5996,2280,3716,3.31,2.77,640,2435,2117,804,17950,10080,7870,128.1,1267,1358,1659,1335,1535,2220,2647,2327,621,727,1577,637,40,33.2,5099,13553,12851,11872,2444,2254,7110,5741,123.8,2254,1015,1239,81.9,14603,3347,5314,851,111,0,0,61,0,34,7,5,0,13,9,0,0,0,0,0,0,0,8293,98,0,39,3129,0,25,16663,13911,49,24,2679,1287,410,798,0,21,0,10,48,0,48
ZCTA5 77013,7069,874,1494,1295,1358,2048,2072,3738,1832,784,942,245,7541,1187,7069,89,1069,837,444,798,710,0,247,457,917,703,522,276,3,5813,2503,3310,3.19,2.74,528,2231,1864,1190,18512,9986,8526,117.1,1229,1832,1040,1409,1427,2498,2644,2375,1040,1043,1392,438,145,34.2,4970,14086,13542,12728,2585,1975,7319,6223,117.6,1975,1062,913,116.3,11289,7223,6665,3755,60,0,0,16,0,146,0,14,0,0,0,0,132,28,0,0,0,28,635,68,28,0,6967,0,78,13321,8943,53,643,3682,5191,1243,3616,18,146,28,25,115,21,94
ZCTA5 77014,16381,4383,3790,3117,2534,2557,2815,6360,5483,1891,3266,1166,18166,4432,16381,154,2080,1517,245,2107,1719,138,586,1809,2894,1634,862,636,12,11968,6033,5935,3.47,2.78,1338,4122,3950,2558,37573,19727,17846,110.5,3186,3028,2553,3344,2653,6168,5280,4744,2102,1347,2039,862,267,30.9,11132,27719,26441,25126,4043,3168,13496,12945,104.3,3168,1585,1583,100.1,32662,4911,6598,16033,121,0,0,0,0,3521,329,210,138,14,20,2422,388,242,0,0,0,242,6147,268,23,34,3399,69,355,15603,9950,257,358,5038,21970,1478,15739,26,3521,242,206,758,0,758
ZCTA5 77015,26571,4649,4561,6159,4945,6257,6456,11167,6664,2552,3052,630,24065,3682,26571,286,4058,3000,812,3068,2563,345,746,2292,4201,2687,1892,621,4,18311,9618,8693,3.45,3.01,897,6657,6541,4216,59314,31796,27518,115.5,4301,4705,5866,5505,4897,8810,7479,6866,3308,2631,3338,1248,360,29.6,18602,43135,40712,38035,6591,4946,21644,19068,113.5,4946,2291,2655,86.3,35229,24085,21950,8666,664,55,0,0,0,847,315,57,45,0,52,308,70,8,0,8,0,0,3094,243,109,28,22810,41,58,45067,36264,250,740,7813,14247,4154,8527,64,847,0,68,587,85,502
ZCTA5 77016,10785,1852,2475,2074,2126,2258,3043,6554,3864,841,1387,611,13257,1998,10785,175,2087,879,187,1081,957,33,196,1039,2669,848,462,172,4,9767,6202,3565,3.11,2.81,947,3352,3635,1833,29376,13926,15450,90.1,1519,2258,2870,2308,1927,2980,3609,3674,1944,1656,2473,1359,799,37.1,8083,22104,21293,20198,5693,4631,9881,11412,86.6,4631,1758,2873,61.2,23020,6356,5138,16408,37,0,0,0,0,199,27,105,9,0,5,0,53,21,21,0,0,0,1217,115,101,5,5922,7,36,12629,10869,79,92,1589,16747,174,16026,6,199,21,59,262,54,208
ZCTA5 77017,14114,2327,2507,2871,3182,3227,4338,5681,3186,956,1483,676,11982,2159,14114,128,2511,2141,383,1881,1088,123,575,1138,2156,1090,759,141,9,10355,5179,5176,3.37,2.91,769,3363,3638,2585,32574,16938,15636,108.3,2584,2509,2797,2151,2673,5467,3319,3451,2706,1669,1990,941,317,31.3,9198,24390,23376,21774,4373,3248,12026,11350,106,3248,1418,1830,77.5,23194,9380,13781,1909,85,0,0,0,0,958,79,9,21,0,0,836,13,68,0,53,15,0,6393,42,103,54,8807,0,8,27319,23095,233,63,3928,5255,2270,1755,11,958,0,41,220,0,220
