ZIPCODE,OCCU_16_Year,OCCU_MBSAO,OCCU_SEV,OCCU_SA_OF,OCCU_NAT,OCCU_PRO,LESS_9TH,HIGH_GRAD,COLLE_NO_DEG,ACC_DEG,BACHE_DEG,GRAD_PRO,HIGH_GRAD_HIGHER,BACH_HIGH,INDUS_CIVIL,INDUS_AGRI,INDUS_CONST,INDUS_MANU,INDUS_WHOLE_SALE,INDUS_RETAIL,INDUS_TRANS,INDUS_INFO,INDUS_FIN,INDUS_PROF,INDUS_EDU,INDUS_ARTS,INDUS_OTHER,INDUS_PUBLIC_ADMIN,total_ev_count,OCC_HOUSING_UNITS,OWNER_OCC,RENTER_OCC,AVG_HHSZ_OWNER,AVG_HHSZ_RENTER,NO_VEHICLES,ONE_VEHICLE,TWO_VEHICLES,THREE_OM_VEHICLES,TOTAL_POPULTN,TP_MALE,TP_FEMALE,TP_SEX_RATIO,TP_5Y_UND,TP_5Y_9Y,TP_10Y_14Y,TP_15Y_19Y,TP_20Y_24Y,TP_25Y_34Y,TP_35Y_44Y,TP_45Y_54Y,TP_55Y_59Y,TP_60Y_64Y,TP_65Y_74Y,TP_75Y_84Y,TP_84Y_OVR,TP_MED_AGE,TP_18Y_UND,TP_16Y_OVR,TP_18Y_OVR,TP_21Y_OVR,TP_62Y_OVR,TP_65Y_OVR,TP_18YM_OVR,TP_18YF_OVR,TP_18Y_OVR_SXRATIO,TP_65Y_OVR_[0],TP_65YM_OVR,TP_65YF_OVR,TP_65Y_OVR_SXRATIO,RACE_TOT_1RACE,RACE_TOT_2+RACE,RACE_1WHITE_TOTAL,RACE_1BLACK_TOTAL,RACE_1AI_AN_TOTAL,RACE_1AI_AN_Cherokee,RACE_1AI_AN_Chippewa,RACE_1AI_AN_Navajo,RACE_1AI_AN_Sioux,RACE_1ASIAN_TOTAL,RACE_1ASIAN_AsianIndian,RACE_1ASIAN_Chinese,RACE_1ASIAN_Filipino,RACE_1ASIAN_Japanese,RACE_1ASIAN_Korean,RACE_1ASIAN_Vietnamese,RACE_1ASIAN_OtherAsian,RACE_1NHPI_TOTAL,RACE_1NHPI_Chamorro,RACE_1NHPI_NativeHawaiian,RACE_1NHPI_Samoan,RACE_1NHPI_Other,RACE_1OTHER_TOTAL,RACE_2+_WHITE-BLACK,RACE_2+_WHITE-AI_AN,RACE_2+_WHITE-ASIAN,RACE_2+_WHITE-OTHER,RACE_2+_BLACK-AI_AN,RACE_2+_BLACK-OTHER,ETHN_HISP-LAT_TOTAL,ETHN_HISP-LAT_Mexican,ETHN_HISP-LAT_PuertoRican,ETHN_HISP-LAT_Cuban,ETHN_HISP-LAT_Other,ETHN_NOT-HISP-LAT_TOTAL,ETHN_NOT-HISP-LAT_White,ETHN_NOT-HISP-LAT_Black,ETHN_NOT-HISP-LAT_AI_AN,ETHN_NOT-HISP-LAT_Asian,ETHN_NOT-HISP-LAT_NHPI,ETHN_NOT-HISP-LAT_1Other,ETHN_NOT-HISP-LAT_2+Other,LATINO AND RACE_1TWO OR MORE RACES_Two races including Some Other Race,"LATINO AND RACE_1TWO OR MORE RACES_Two races excluding Some Other Race, and three or more races"
ZCTA5 75956,2999,753,650,668,368,560,247,2395,1143,303,183,255,4279,438,2999,261,275,426,84,323,175,56,121,277,535,150,68,248,2,2996,2460,536,2.43,2.47,173,991,1214,618,7374,3651,3723,98.1,486,409,498,441,557,553,861,799,567,527,1252,291,133,43.8,1548,5975,5826,5448,2045,1676,2803,3023,92.7,1676,774,902,85.8,6872,502,5639,992,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,46,109,47,290,0,0,465,465,0,0,0,6909,5528,992,0,0,0,46,343,131,212
ZCTA5 75959,294,29,147,39,79,0,0,224,119,48,71,25,487,96,294,26,40,0,0,9,0,0,0,60,77,0,59,23,0,336,309,27,2.93,2.59,0,108,156,72,974,422,552,76.4,31,27,236,53,0,126,124,18,68,75,170,46,0,36.3,342,680,632,627,282,216,309,323,95.7,216,109,107,101.9,927,47,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,974,927,0,0,0,0,0,47,0,47
ZCTA5 75960,331,20,0,188,7,116,129,31,136,29,20,0,216,20,331,25,0,98,3,54,0,0,29,14,3,49,0,56,0,259,259,0,3.03,INSUFF_DATA,0,49,127,83,785,391,394,99.2,0,26,238,103,0,0,209,44,54,36,31,38,6,35.9,318,510,467,418,93,75,215,252,85.3,75,55,20,275,516,269,479,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,246,0,0,302,302,0,0,0,483,423,37,0,0,0,0,23,0,23
ZCTA5 75961,7148,1792,1547,1427,1273,1109,572,3161,2359,651,1141,456,7768,1597,7148,295,694,887,288,937,215,109,147,325,2047,503,505,196,1,6369,3107,3262,2.61,2.11,361,2184,2645,1179,15081,7160,7921,90.4,1059,798,1301,852,2115,1934,1829,1749,689,656,1229,550,320,31.6,3653,11628,11428,10671,2474,2099,5527,5901,93.7,2099,835,1264,66.1,13630,1451,8353,4866,36,5,0,0,0,35,0,0,17,0,0,0,18,0,0,0,0,0,340,50,26,107,994,0,0,2405,2161,41,0,203,12676,7450,4810,17,35,0,0,364,3,361
ZCTA5 75962,981,234,199,457,10,81,0,0,70,0,0,0,70,0,981,5,5,46,0,248,37,18,0,8,338,249,27,0,0,0,0,0,INSUFF_DATA,INSUFF_DATA,0,0,0,0,3336,1239,2097,59.1,0,0,0,1981,1285,58,0,12,0,0,0,0,0,19.7,26,3336,3310,672,0,0,1227,2083,58.9,0,0,0,0,3228,108,2437,472,0,0,0,0,0,109,0,34,0,0,0,0,75,0,0,0,0,0,210,0,22,0,86,0,0,787,707,43,0,37,2549,1975,443,0,109,0,0,22,0,22
ZCTA5 75964,8445,1921,1725,2021,1288,1490,1739,4024,2770,550,1259,836,9439,2095,8445,173,776,1186,162,1531,412,120,179,353,1937,905,447,264,1,7337,4757,2580,2.81,2.63,515,2225,2618,1979,20623,10723,9900,108.3,1638,1644,1986,1563,1275,2486,2402,2360,1371,1200,1811,789,98,34.1,6331,14978,14292,13548,3406,2698,6908,7384,93.6,2698,1265,1433,88.3,17637,2986,12872,3159,79,0,0,0,0,202,87,0,0,0,0,115,0,0,0,0,0,0,1325,85,75,212,2568,0,34,7166,6503,0,0,663,13457,9560,3146,35,140,0,194,382,22,360
ZCTA5 75965,8508,3374,1480,2255,522,877,336,1927,2496,613,2662,1699,9397,4361,8508,187,166,735,72,1319,286,194,531,659,2548,908,675,228,1,7563,3842,3721,2.35,1.92,456,2745,2899,1463,17410,8118,9292,87.4,819,989,954,1745,2874,2279,1671,1283,709,845,1943,916,383,29.7,3245,14495,14165,12298,3785,3242,6634,7531,88.1,3242,1487,1755,84.7,16121,1289,13043,2249,162,0,0,0,0,253,87,46,85,0,6,0,29,16,0,0,0,16,398,250,222,101,633,0,0,2471,2220,94,0,157,14939,11915,2111,59,253,16,19,566,31,535
ZCTA5 75966,1525,406,319,326,216,258,219,1517,747,150,141,52,2607,193,1525,117,159,210,28,146,96,0,10,85,337,121,92,124,0,1647,1123,524,2.65,3.15,102,497,679,369,4788,2305,2483,92.8,345,409,308,378,182,566,375,527,293,344,549,320,192,41.1,1271,3670,3517,3320,1308,1061,1629,1888,86.3,1061,493,568,86.8,4275,513,3373,879,9,7,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,168,16,11,307,0,0,446,434,0,0,12,4342,3304,879,9,2,0,0,148,21,127
ZCTA5 75968,811,302,86,179,146,98,66,450,412,146,72,82,1162,154,811,35,61,125,9,178,21,30,16,26,267,0,15,28,0,843,662,181,2.55,2.35,132,280,325,106,2128,953,1175,81.1,136,123,123,194,152,261,167,331,132,169,130,153,57,39.6,498,1700,1630,1499,433,340,690,940,73.4,340,105,235,44.7,2065,63,1877,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,8,0,0,0,0,14,12,0,0,2,2114,1868,181,2,0,0,0,63,0,63
ZCTA5 75969,2106,734,358,309,385,320,391,998,728,304,357,113,2500,470,2106,37,73,309,103,305,255,0,33,53,805,51,70,12,0,1597,1222,375,2.56,2.5,14,558,556,469,4597,2492,2105,118.4,402,140,250,229,296,579,204,848,385,279,642,173,170,47.8,924,3750,3673,3566,1139,985,1928,1745,110.5,985,584,401,145.6,4147,450,3758,315,10,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,61,0,281,0,169,0,0,597,572,0,24,1,4000,3391,315,10,3,0,0,281,0,281
ZCTA5 75972,2083,530,396,384,320,453,263,2149,666,115,406,287,3623,693,2083,161,164,220,53,209,181,10,44,143,571,25,234,68,0,2425,1740,685,2.45,2.29,349,723,938,415,6081,2886,3195,90.3,165,301,543,469,169,516,650,738,394,463,905,526,242,48.1,1253,5026,4828,4589,1944,1673,2328,2500,93.1,1673,790,883,89.5,5941,140,3651,1827,71,0,32,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,389,0,67,0,5,21,0,638,626,0,0,12,5443,3538,1827,57,0,0,0,21,0,21
ZCTA5 75973,1162,463,176,83,249,191,89,681,422,208,259,84,1654,343,1162,205,70,124,3,38,96,0,60,166,264,0,111,25,0,1150,984,166,2.39,3.51,25,375,338,412,2934,1448,1486,97.4,190,141,230,164,241,285,359,485,156,166,284,145,88,41,701,2306,2233,2172,604,517,1088,1145,95,517,254,263,96.6,2917,17,2502,413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,116,116,0,0,0,2818,2388,413,0,0,0,0,17,0,17
ZCTA5 75974,1044,220,307,138,224,155,222,606,441,95,195,32,1369,227,1044,155,105,109,0,88,27,0,24,65,255,162,27,27,0,939,633,306,2.76,3.21,92,250,375,222,2726,1316,1410,93.3,207,104,321,241,60,264,341,348,171,204,277,108,80,38.1,803,1984,1923,1826,598,465,927,996,93.1,465,239,226,105.8,2387,339,1529,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,12,88,0,224,1,0,551,503,0,0,48,2175,1279,781,0,0,0,0,115,0,115
ZCTA5 75975,1813,426,330,302,235,520,198,872,1087,124,213,87,2383,300,1813,124,69,462,61,176,71,0,19,41,361,199,179,51,0,1363,1025,338,3.12,3.64,150,347,540,326,4441,2266,2175,104.2,252,301,424,442,267,648,402,560,251,192,386,267,49,34.5,1251,3384,3190,2965,806,702,1705,1485,114.8,702,345,357,96.6,3670,771,2771,801,0,0,0,0,0,17,0,0,17,0,0,0,0,35,0,0,0,35,46,50,323,17,228,2,0,558,487,0,0,71,3883,2607,782,0,17,35,0,442,0,442
ZCTA5 75976,435,152,43,86,101,53,42,177,192,54,40,68,531,108,435,21,35,6,5,129,42,2,0,46,143,6,0,0,0,369,253,116,3.25,3.03,14,120,108,127,1225,609,616,98.9,137,97,156,81,55,169,80,164,58,42,109,66,11,30.4,419,835,806,729,213,186,390,416,93.8,186,76,110,69.1,1085,140,941,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,107,17,0,12,4,0,59,15,5,0,39,1166,901,129,0,0,0,0,136,8,128
ZCTA5 75977,172,53,62,24,26,7,19,121,110,17,5,0,253,5,172,0,26,0,0,11,13,0,0,10,87,7,13,5,0,214,166,48,2.32,1.58,25,89,85,15,461,228,233,97.9,42,58,29,10,0,75,45,31,11,36,65,24,35,42.2,139,327,322,322,143,124,143,179,79.9,124,65,59,110.2,455,6,175,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,7,0,0,6,448,168,280,0,0,0,0,0,0,0
ZCTA5 75979,3236,993,679,596,423,545,627,3290,1860,402,564,359,6475,923,3236,370,169,235,77,428,184,7,129,185,742,147,278,285,0,3542,2620,922,2.66,2.57,269,1231,1224,818,11473,6269,5204,120.5,281,747,836,442,835,1821,1572,1207,703,824,1181,659,365,40.4,2201,9512,9272,9022,2727,2205,5281,3991,132.3,2205,974,1231,79.1,10753,720,8449,2019,10,1,0,0,0,80,8,8,0,0,10,54,0,0,0,0,0,0,195,176,54,0,427,20,0,1194,1093,4,7,90,10279,7853,2019,10,80,0,15,302,9,293
ZCTA5 75980,966,274,103,167,184,238,37,535,641,143,100,50,1469,150,966,57,100,92,0,117,146,0,44,59,301,9,41,0,0,1032,896,136,2.38,2.88,39,316,557,120,2522,1264,1258,100.5,171,135,150,215,62,215,275,579,174,169,149,209,19,45.8,557,2046,1965,1851,458,377,1040,925,112.4,377,165,212,77.8,2451,71,2432,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,50,0,16,0,0,13,13,0,0,0,2509,2424,0,0,19,0,0,66,11,55
ZCTA5 76001,18423,8782,2431,3940,1023,2247,965,4912,4777,1792,7108,2850,21439,9958,18423,162,836,1781,689,1960,1224,321,1734,1606,5142,1355,1155,458,19,11522,8963,2559,3.3,3.2,164,2216,5043,4099,38010,18223,19787,92.1,2208,3516,3625,3025,2219,4756,4940,4706,2227,2727,2950,855,256,34.3,11368,28106,26642,25145,5397,4061,12461,14181,87.9,4061,2114,1947,108.6,35635,2375,20080,9479,278,0,0,0,0,1836,252,61,185,0,37,1086,215,563,563,0,0,0,3399,228,108,216,1370,28,298,7811,6216,259,26,1310,30199,17733,9340,22,1769,563,214,558,57,501
ZCTA5 76002,17300,6993,2564,4130,1137,2476,1119,4318,4514,2265,4860,2213,18170,7073,17300,105,697,1963,522,2089,2219,680,799,1349,3808,1327,989,753,18,9606,8028,1578,3.38,3.78,175,1502,4458,3471,33076,15176,17900,84.8,2384,1882,3079,3077,2447,4826,4983,5085,1803,1769,1260,385,96,32.7,9260,25160,23816,22037,2377,1741,10845,12971,83.6,1741,655,1086,60.3,29991,3085,11715,11778,88,18,0,0,0,4153,324,113,156,34,59,3156,311,12,0,0,12,0,2245,492,408,84,1779,43,85,7106,5386,536,62,1122,25970,9323,11514,18,4131,12,88,884,64,820
ZCTA5 76005,2685,1720,169,654,10,132,124,150,266,162,1285,1146,3009,2431,2685,19,84,236,246,285,347,66,152,408,424,263,94,61,19,1596,1472,124,3.08,2.97,8,334,862,392,4899,2807,2092,134.2,358,409,505,272,173,617,770,909,244,253,268,121,0,36.7,1451,3627,3448,3292,563,389,1828,1620,112.8,389,175,214,81.8,4586,313,2518,491,0,0,0,0,0,1525,649,70,314,0,49,106,337,0,0,0,0,0,52,90,12,9,183,0,0,399,138,52,10,199,4500,2380,481,0,1509,0,0,130,0,130
ZCTA5 76006,15304,5830,2481,3174,956,2863,679,3078,4530,1439,3812,2361,15220,6173,15304,43,847,1304,322,1633,1716,240,1116,2340,2301,1967,764,711,23,12094,2905,9189,2.39,1.86,420,6639,3732,1303,24072,11476,12596,91.1,1511,1178,977,1387,2387,5521,3281,3251,1225,1221,1686,409,38,32.9,4351,20199,19721,18720,2603,2133,9573,10148,94.3,2133,1010,1123,89.9,21319,2753,9259,9682,102,0,0,0,0,1421,443,338,60,9,49,187,335,0,0,0,0,0,855,309,65,47,2195,28,9,5569,4551,254,98,666,18503,6798,9580,47,1342,0,126,610,117,493
ZCTA5 76008,11237,6291,1154,2576,697,519,198,2168,2483,1121,5420,3470,14662,8890,11237,242,699,1677,283,1318,431,103,698,1280,2537,792,446,731,35,7536,6928,608,3.09,2.75,71,1054,3896,2515,23084,11451,11633,98.4,1883,2032,1990,1336,880,2437,4233,2827,1270,1347,1774,835,240,36.6,7003,16690,16081,15531,3566,2849,7848,8233,95.3,2849,1363,1486,91.7,21751,1333,20621,234,114,0,0,0,0,209,14,30,16,4,32,25,88,16,0,0,16,0,557,134,172,117,668,0,76,2519,1920,129,82,388,20565,19586,234,11,190,16,24,504,52,452
ZCTA5 76009,8781,2206,1020,1331,1312,2912,1242,5171,1865,992,1266,580,9874,1846,8781,188,1015,1417,162,1478,617,70,184,650,1618,473,400,509,7,6474,4931,1543,3,3.16,272,1432,2932,1838,19879,9994,9885,101.1,1190,1788,1154,1389,1557,2454,2482,2525,1505,1014,1903,807,111,37.1,5090,15381,14789,14099,3328,2821,7369,7420,99.3,2821,1521,1300,117,17729,2150,15597,759,60,0,0,0,0,46,0,0,0,9,0,10,27,0,0,0,0,0,1267,38,234,27,1709,30,0,7789,7463,0,0,326,12090,11116,691,0,46,0,27,210,35,175
ZCTA5 76010,25678,3376,5706,4815,5476,6305,5380,9547,4475,1904,2514,952,19392,3466,25678,17,5091,3435,811,2718,2092,176,1442,2525,3164,2657,1287,263,5,18520,6004,12516,3.29,2.88,1296,7777,6287,3160,57197,29546,27651,106.9,4898,4968,4840,5280,6257,8865,7557,5865,2581,1791,2582,1344,369,27.5,17371,41495,39826,35805,5259,4295,20710,19116,108.3,4295,1965,2330,84.3,41164,16033,17626,9911,445,0,0,0,0,2558,258,69,37,0,47,1715,432,563,0,47,0,516,10061,590,60,200,14301,251,200,34238,26495,1129,278,6336,22959,8914,9757,62,2550,563,72,1041,27,1014
ZCTA5 76011,12543,3387,2132,3340,1309,2375,1316,3099,3598,1634,2619,1529,12479,4148,12543,96,1327,1243,391,1644,1370,123,731,1905,1741,1329,555,88,12,10211,2023,8188,2.27,2.15,801,5280,3408,722,22529,11433,11096,103,1646,1602,1215,965,1979,5868,3226,2204,973,824,1356,522,149,30.8,5147,17857,17382,16660,2556,2027,8628,8754,98.6,2027,801,1226,65.3,19153,3376,9308,7748,53,3,0,0,0,495,94,51,75,0,40,224,11,0,0,0,0,0,1549,144,102,118,2767,17,37,8481,6583,236,175,1487,14048,5320,7695,53,480,0,17,483,20,463
ZCTA5 76012,13940,6353,1657,2411,1412,2107,522,4282,4085,1338,5156,2988,17849,8144,13940,93,1450,1026,381,1625,1154,212,1082,1375,3134,1559,406,443,20,10722,6705,4017,2.48,2.66,666,3043,4753,2260,27769,13357,14412,92.7,1597,1924,1707,1432,1779,3460,3430,3410,1969,1510,2800,1911,840,41.1,6092,22261,21677,20819,6472,5551,10129,11548,87.7,5551,2465,3086,79.9,22721,5048,16848,3973,10,0,0,0,0,687,65,61,170,90,7,100,194,92,0,20,72,0,1111,312,395,41,4060,0,42,8543,6466,125,706,1246,19226,13757,3933,10,641,72,165,648,78,570
ZCTA5 76013,18018,7128,2785,4868,1335,1902,503,4701,4497,1515,6096,3301,20110,9397,18018,75,1101,1421,483,1922,740,253,1181,1731,4817,2885,937,472,16,13274,6637,6637,2.7,2.3,859,4966,4884,2565,35535,16530,19005,87,1816,2264,2164,2926,4328,6072,3865,3422,1842,1791,2657,1457,931,31.5,7158,28914,28377,25503,5910,5045,12890,15487,83.2,5045,2127,2918,72.9,32703,2832,23057,5061,192,6,0,0,0,2806,1230,337,154,67,83,480,455,0,0,0,0,0,1587,511,248,236,1635,0,28,6016,4630,496,3,887,29519,20559,5060,80,2793,0,133,894,12,882
ZCTA5 76014,15608,3607,3206,3584,1725,3486,2907,6427,4109,1166,2631,853,15186,3484,15608,10,1474,1928,487,2046,1726,51,1293,1305,2742,1331,764,451,7,10687,5097,5590,3.23,2.89,445,3491,4115,2636,32805,16875,15930,105.9,2416,2629,2796,2575,2404,5399,4373,3960,1373,1528,2300,658,394,31.8,9261,24653,23544,21952,4233,3352,11783,11761,100.2,3352,1790,1562,114.6,26827,5978,9771,8453,144,31,0,8,0,2816,166,173,148,0,0,2261,68,69,0,0,0,69,5574,901,249,53,3963,176,42,13714,11516,325,27,1846,19091,6316,8248,93,2816,69,54,1495,84,1411
ZCTA5 76015,9076,2782,1562,2412,778,1542,453,3070,2951,865,2358,1103,10347,3461,9076,22,625,905,154,1447,635,196,531,758,2010,912,656,225,5,6358,2960,3398,2.78,2.7,373,2292,2337,1356,17474,8375,9099,92,1283,1080,1151,1166,1461,3502,1836,1798,1177,854,1317,611,238,32.1,4229,13645,13245,12430,2550,2166,6437,6808,94.6,2166,932,1234,75.5,15151,2323,8792,3587,48,15,0,0,7,1066,46,197,194,0,18,462,149,56,0,56,0,0,1602,597,169,164,1202,18,94,4753,3550,111,181,911,12721,7051,3417,48,1053,56,59,1037,57,980
ZCTA5 76016,15288,6909,1658,3697,1265,1759,336,4592,5415,1652,5953,3028,20640,8981,15288,76,959,1174,867,1883,907,119,1266,1776,3522,1199,905,635,22,10903,9019,1884,2.86,2.7,354,2037,5359,3153,31079,15547,15532,100.1,1508,2004,2054,2074,1906,3296,4117,4141,2186,2245,3435,1615,498,42,6710,25224,24369,23236,6885,5548,11935,12434,96,5548,2488,3060,81.3,27847,3232,21369,3593,45,0,8,0,0,1620,235,281,47,13,153,576,315,152,152,0,0,0,1068,194,480,287,1962,0,70,4887,3635,170,81,1001,26192,19889,3532,25,1620,152,127,847,242,605
ZCTA5 76017,25257,9860,3655,6834,1503,3405,1281,6719,7631,3406,7306,3540,28602,10846,25257,220,1579,2855,1073,3111,1931,302,1843,1934,5655,2253,1790,711,13,15895,10692,5203,2.94,2.84,372,4786,6012,4725,46361,22632,23729,95.4,2035,2545,3084,4513,3179,6247,6114,5916,3149,2969,4522,1683,405,38,10004,37682,36357,33593,8267,6610,17701,18656,94.9,6610,2722,3888,70,42297,4064,26844,9853,253,54,0,0,18,2969,222,321,96,18,79,1562,671,20,0,0,20,0,2358,915,301,427,1895,0,81,8065,5504,930,197,1434,38296,23749,9462,138,2944,20,154,1829,152,1677
ZCTA5 76018,15244,4880,2805,3491,1110,2958,1205,4336,4209,900,2882,1486,13813,4368,15244,83,953,1364,406,2108,1174,180,1485,1342,3032,1538,1372,207,15,8268,6371,1897,3.29,3.59,195,1612,3871,2590,27827,13376,14451,92.6,1854,2184,2045,2884,2196,4057,3911,3861,1123,1601,1446,602,63,31,8147,21371,19680,18435,2885,2111,8986,10694,84,2111,905,1206,75,25177,2650,11296,6536,371,0,0,0,0,5051,113,0,206,9,81,4274,368,0,0,0,0,0,1923,202,145,237,1346,232,15,8805,6748,124,36,1897,19022,6344,6402,0,4918,0,176,1182,91,1091
ZCTA5 76020,16233,5656,2172,3941,2497,1967,897,7125,5929,2584,3519,1204,20361,4723,16233,97,1610,1806,532,2876,1242,171,1060,1785,2263,1403,872,516,4,12132,9741,2391,2.76,2.42,283,2941,5629,3279,32937,16268,16669,97.6,2309,1987,2136,2077,1573,4229,4157,4593,2321,2688,2847,1637,383,40,7852,26106,25085,24089,6225,4867,11994,13091,91.6,4867,2124,2743,77.4,30125,2812,28542,342,116,0,0,0,0,159,8,88,0,2,0,18,43,0,0,0,0,0,966,182,366,50,2065,30,0,5553,4604,152,32,765,27384,25913,333,101,159,0,143,735,172,563
ZCTA5 76021,19233,9367,2355,4874,953,1684,410,4188,6183,2323,7791,3456,23941,11247,19233,81,854,1398,471,2125,1963,344,2053,2795,3730,2012,742,665,38,14761,7970,6791,2.63,2.01,794,5774,5685,2508,34858,17613,17245,102.1,2250,1845,1740,1596,2234,5440,4990,4265,2415,2409,3417,1724,533,38.9,7078,28574,27780,27101,7051,5674,13722,14058,97.6,5674,2439,3235,75.4,30780,4078,24611,2988,180,9,0,0,0,2071,283,409,156,109,340,160,614,173,0,0,0,173,757,470,187,237,2518,0,8,5385,3318,785,425,857,29473,22736,2902,55,2071,173,69,1467,271,1196
ZCTA5 76022,7595,3298,1111,1836,494,856,358,2325,3005,1083,1938,657,9008,2595,7595,74,263,317,219,807,953,232,1162,734,1220,1050,372,192,8,5709,2974,2735,2.74,2.3,272,2298,2039,1100,14632,6574,8058,81.6,1288,1016,595,1061,929,1950,2044,1858,703,894,1028,953,313,37.1,3487,11568,11145,10411,2728,2294,4837,6308,76.7,2294,880,1414,62.2,13291,1341,8476,2872,15,0,0,0,0,1023,179,0,117,0,0,411,316,0,0,0,0,0,905,178,148,116,891,0,0,3423,2248,41,30,1104,11209,6796,2868,15,1023,0,15,492,42,450
ZCTA5 76023,3862,1123,429,1041,711,558,221,1855,1423,162,798,146,4384,944,3862,41,525,408,200,410,397,154,52,319,998,190,113,55,0,2491,2170,321,3,2.21,85,306,1129,971,7227,3680,3547,103.7,358,385,588,465,443,891,742,956,447,907,789,206,50,40.9,1630,5871,5597,5310,1397,1045,2787,2810,99.2,1045,504,541,93.2,6978,249,6720,22,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,54,75,116,0,0,630,578,0,7,45,6597,6391,22,18,0,0,0,166,40,126
ZCTA5 76028,37422,14060,4870,8404,2885,7203,1677,14601,12494,4343,10061,4652,46151,14713,37422,417,2681,3886,1018,6343,2506,417,1887,3474,9226,2024,1658,1885,46,26150,19785,6365,2.88,2.99,678,6479,12985,6008,76343,37319,39024,95.6,4902,5997,6433,4932,3809,8944,12089,9977,4797,3816,6413,3023,1211,37.5,20841,57829,55502,53536,12814,10647,26847,28655,93.7,10647,4527,6120,74,68633,7710,60819,4297,207,0,0,0,38,1229,352,181,225,0,191,205,75,3,0,0,0,3,2078,1107,976,705,4653,10,50,15118,13468,191,176,1283,61225,52706,4245,66,1081,3,237,2887,207,2680
ZCTA5 76031,7681,2065,1137,1341,1044,2094,918,4631,2416,522,1370,400,9339,1770,7681,118,893,613,180,1454,544,85,205,454,1820,587,425,303,4,5858,4574,1284,2.94,3.21,140,1557,2703,1458,18108,9291,8817,105.4,1024,1110,1622,1698,1048,2109,2398,2204,1414,1054,1540,743,144,37.3,4702,14034,13406,12531,3088,2427,6885,6521,105.6,2427,1247,1180,105.7,16953,1155,15540,578,70,0,0,0,0,88,18,0,8,0,0,48,14,23,0,23,0,0,654,85,115,0,931,0,0,4963,4023,481,0,459,13145,12259,521,70,88,23,7,177,20,157
ZCTA5 76033,12919,3390,1985,2319,992,4233,861,6983,4370,1535,2559,1023,16470,3582,12919,206,820,1557,497,2108,728,72,802,684,2730,1276,965,474,10,10340,6538,3802,2.75,2.43,334,3486,4481,2039,27664,14324,13340,107.4,2268,1697,1720,1885,1431,3772,3386,2937,2128,1573,2400,1810,657,38.2,6774,21672,20890,19698,5747,4867,10399,10491,99.1,4867,1964,2903,67.7,24331,3333,21318,1385,242,9,0,2,0,211,0,7,0,0,25,118,61,0,0,0,0,0,1175,664,250,78,1407,0,17,6556,5963,122,0,471,21108,18112,1244,108,211,0,19,1414,107,1307
ZCTA5 76034,12596,7670,1174,2404,305,1043,68,1236,3100,1277,7511,5174,18298,12685,12596,277,429,1250,607,913,1352,367,1758,1811,2102,928,451,351,29,9225,8847,378,2.82,2.3,27,1184,4616,3398,25793,13685,12108,113,1047,1522,2213,1818,753,1459,2830,4572,2155,2499,3468,1205,252,47.2,6038,20472,19755,19069,5977,4925,9957,9798,101.6,4925,2623,2302,113.9,23711,2082,20571,998,74,74,0,0,0,1944,720,248,74,14,86,117,685,0,0,0,0,0,124,22,71,426,1456,0,43,2084,734,115,21,1214,23709,19932,982,74,1944,0,0,777,203,574
ZCTA5 76035,1424,436,223,318,137,310,59,470,465,116,424,221,1696,645,1424,6,72,75,100,241,88,19,110,190,222,147,44,110,0,959,744,215,3.07,3.79,11,80,597,271,3101,1662,1439,115.5,242,187,381,266,169,252,527,263,156,259,275,123,1,36.2,1007,2209,2094,2018,552,399,1046,1048,99.8,399,211,188,112.2,2866,235,2418,352,2,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,80,6,41,0,188,0,0,236,193,3,0,40,2865,2372,352,2,14,0,72,53,6,47
